ID|Has_Existing_Home_Loan|installment
100262|Y|R13612,50
100263|Y|R16058,00
100264|Y|R4662,00
100265|Y|R20979,00
100266|N|R0,00
100267|Y|R22054,50
100268|Y|R5400,00
100269|Y|R4785,00
10027|N|R0,00
100270|Y|R4500,00
100271|Y|R18183,00
100272|Y|R4437,00
100273|Y|R5328,00
100274|N|R0,00
100275|N|R0,00
100276|Y|R10980,00
100277|N|R0,00
100278|Y|R12901,50
100279|Y|R8784,00
10028|Y|R2109,00
100280|Y|R7402,50
100281|Y|R17612,00
100282|N|R0,00
100283|Y|R4698,00
100284|Y|R19890,00
100285|N|R0,00
100286|Y|R16920,00
100287|Y|R6525,00
100288|Y|R2553,00
100289|Y|R13500,00
10029|N|R0,00
100290|Y|R36888,00
100291|N|R0,00
100292|Y|R23925,00
100293|Y|R27709,50
100294|Y|R5439,00
100295|Y|R2442,00
100296|Y|R16087,50
100297|Y|R12006,00
100298|Y|R23055,00
100299|Y|R24534,00
1003|N|R0,00
10030|Y|R12894,50
100300|Y|R13875,00
100301|N|R0,00
100302|Y|R7438,50
100303|Y|R10875,00
100304|Y|R14062,50
100305|Y|R8491,50
100306|Y|R12180,00
100307|N|R0,00
100308|Y|R17052,00
100309|N|R0,00
10031|Y|R11100,00
100310|Y|R2035,00
100311|Y|R9048,00
100312|Y|R14504,00
100313|Y|R4176,00
100314|Y|R7047,00
100315|Y|R46284,00
100316|Y|R18452,50
100317|Y|R15225,00
100318|Y|R12691,00
100319|Y|R12528,00
10032|Y|R3422,50
100320|Y|R4162,50
100321|Y|R5962,50
100322|N|R0,00
100323|N|R0,00
100324|Y|R35235,00
100325|N|R0,00
100326|Y|R14107,50
100327|Y|R11700,00
100328|Y|R4185,00
100329|Y|R21532,50
10033|Y|R4437,00
100330|Y|R40213,50
100331|Y|R22489,50
100332|Y|R3442,50
100333|N|R0,00
100334|Y|R13230,00
100335|Y|R19684,00
100336|Y|R9472,00
100337|Y|R26970,00
100338|N|R0,00
100339|N|R0,00
10034|Y|R20358,00
100340|Y|R1998,00
100341|N|R0,00
100342|Y|R2970,00
100343|Y|R7087,50
100344|Y|R2590,00
100345|Y|R4070,00
100346|N|R0,00
100347|Y|R35931,00
100348|Y|R34452,00
100349|N|R0,00
10035|N|R0,00
100350|Y|R8658,00
100351|Y|R8004,00
100352|Y|R10461,50
100353|Y|R17649,00
100354|N|R0,00
100355|N|R0,00
100356|Y|R15318,00
100357|Y|R17661,00
100358|Y|R4785,00
100359|Y|R24918,50
10036|Y|R30537,00
100360|Y|R9805,00
100361|Y|R1739,00
100362|N|R0,00
100363|N|R0,00
100364|Y|R19488,00
100365|N|R0,00
100366|Y|R24012,00
100367|Y|R2775,00
100368|Y|R9787,50
100369|Y|R21465,00
10037|N|R0,00
100370|N|R0,00
100371|N|R0,00
100372|Y|R15540,00
100373|Y|R13572,00
100374|Y|R28623,00
100375|Y|R2295,00
100376|Y|R1665,00
100377|Y|R11223,00
100378|N|R0,00
100379|Y|R10222,50
10038|Y|R2812,00
100380|Y|R9922,50
100381|N|R0,00
100382|Y|R3274,50
100383|Y|R11962,50
100384|Y|R14616,00
100385|Y|R4255,00
100386|N|R0,00
100387|N|R0,00
100388|Y|R19140,00
100389|Y|R29841,00
10039|Y|R6475,00
100390|Y|R1406,00
100391|Y|R2442,00
100392|Y|R7252,00
100393|Y|R14355,00
100394|Y|R32241,00
100395|N|R0,00
100396|Y|R15688,00
100397|Y|R10962,00
100398|Y|R15410,50
100399|Y|R6660,00
1004|Y|R21502,50
10040|Y|R9990,00
100400|Y|R12487,50
100401|Y|R7875,00
100402|N|R0,00
100403|Y|R21532,50
100404|Y|R14094,00
100405|Y|R44631,00
100406|Y|R10530,00
100407|Y|R33495,00
100408|Y|R14007,00
100409|Y|R11962,50
10041|Y|R7548,00
100410|Y|R24795,00
100411|N|R0,00
100412|Y|R8140,00
100413|N|R0,00
100414|Y|R3847,50
100415|Y|R16087,50
100416|Y|R2183,00
100417|Y|R3240,00
100418|N|R0,00
100419|N|R0,00
10042|N|R0,00
100420|Y|R18427,50
100421|Y|R21924,00
100422|Y|R30276,00
100423|Y|R4263,00
100424|Y|R32277,00
100425|Y|R6549,00
100426|N|R0,00
100427|N|R0,00
100428|Y|R14985,00
100429|N|R0,00
10043|N|R0,00
100430|Y|R14490,00
100431|Y|R11766,00
100432|Y|R10327,50
100433|Y|R3780,00
100434|N|R0,00
100435|Y|R31059,00
100436|Y|R33277,50
100437|N|R0,00
100438|Y|R15392,00
100439|Y|R17649,00
10044|Y|R22272,00
100440|Y|R11599,50
100441|Y|R6956,00
100442|Y|R11092,50
100443|N|R0,00
100444|Y|R8419,50
100445|Y|R29362,50
100446|Y|R32277,00
100447|Y|R14237,50
100448|Y|R6885,00
100449|Y|R3385,50
10045|N|R0,00
100450|N|R0,00
100451|Y|R42412,50
100452|Y|R10701,00
100453|N|R0,00
100454|Y|R15525,00
100455|Y|R5772,00
100456|Y|R32712,00
100457|Y|R9900,00
100458|Y|R16485,00
100459|Y|R10701,00
10046|Y|R19009,50
100460|Y|R14430,00
100461|N|R0,00
100462|Y|R4045,50
100463|Y|R8510,00
100464|Y|R5220,00
100465|Y|R9315,00
100466|Y|R4089,00
100467|N|R0,00
100468|Y|R36192,00
100469|Y|R24316,50
10047|Y|R5265,00
100470|Y|R4959,00
100471|Y|R28927,50
100472|Y|R27144,00
100473|Y|R22275,00
100474|N|R0,00
100475|Y|R16443,00
100476|Y|R3567,00
100477|N|R0,00
100478|Y|R9065,00
100479|Y|R18792,00
10048|Y|R14616,00
100480|Y|R18360,00
100481|Y|R17400,00
100482|N|R0,00
100483|N|R0,00
100484|Y|R1517,00
100485|Y|R30798,00
100486|Y|R4292,00
100487|Y|R12487,50
100488|Y|R8584,00
100489|Y|R7955,00
10049|Y|R9620,00
100490|N|R0,00
100491|Y|R9354,00
100492|Y|R22950,00
100493|N|R0,00
100494|Y|R5742,00
100495|Y|R5550,00
100496|Y|R4612,50
100497|Y|R4440,00
100498|N|R0,00
100499|N|R0,00
1005|N|R0,00
10050|N|R0,00
100500|Y|R7587,00
100501|N|R0,00
100502|Y|R3885,00
100503|Y|R21802,50
100504|Y|R4329,00
100505|Y|R16470,00
100506|Y|R7438,50
100507|Y|R15529,50
100508|Y|R48546,00
100509|N|R0,00
10051|N|R0,00
100510|Y|R20947,50
100511|Y|R4698,00
100512|Y|R12876,00
100513|Y|R9000,00
100514|N|R0,00
100515|Y|R39933,00
100516|Y|R11100,00
100517|Y|R6612,00
100518|Y|R13468,00
100519|Y|R3441,00
10052|Y|R2164,50
100520|Y|R3307,50
100521|Y|R10657,50
100522|N|R0,00
100523|N|R0,00
100524|Y|R8004,00
100525|N|R0,00
100526|Y|R11092,50
100527|Y|R6956,00
100528|Y|R7400,00
100529|Y|R9768,00
10053|N|R0,00
100530|N|R0,00
100531|N|R0,00
100532|Y|R13468,00
100533|N|R0,00
100534|Y|R6615,00
100535|Y|R1554,00
100536|Y|R12622,50
100537|Y|R1980,00
100538|Y|R23751,00
100539|N|R0,00
10054|Y|R12580,00
100540|Y|R17212,50
100541|N|R0,00
100542|Y|R15529,50
100543|Y|R8190,00
100544|Y|R9990,00
100545|Y|R22275,00
100546|N|R0,00
100547|N|R0,00
100548|Y|R28014,00
100549|N|R0,00
10055|Y|R8288,00
100550|Y|R4050,00
100551|Y|R14504,00
100552|Y|R1942,50
100553|Y|R38280,00
100554|Y|R2349,00
100555|Y|R24534,00
100556|Y|R39672,00
100557|Y|R1914,00
100558|Y|R9787,50
100559|Y|R4860,00
10056|Y|R6960,00
100560|Y|R18444,00
100561|Y|R25230,00
100562|N|R0,00
100563|N|R0,00
100564|Y|R22680,00
100565|Y|R22968,00
100566|Y|R11303,50
100567|Y|R7400,00
100568|Y|R40716,00
100569|Y|R1850,00
10057|Y|R10440,00
100570|N|R0,00
100571|N|R0,00
100572|Y|R31059,00
100573|N|R0,00
100574|Y|R33408,00
100575|Y|R16087,50
100576|Y|R19836,00
100577|Y|R16983,00
100578|N|R0,00
100579|Y|R8004,00
10058|N|R0,00
100580|Y|R26100,00
100581|N|R0,00
100582|Y|R29362,50
100583|Y|R3774,00
100584|Y|R17612,00
100585|Y|R10800,00
100586|N|R0,00
100587|N|R0,00
100588|Y|R11951,00
100589|N|R0,00
10059|N|R0,00
100590|Y|R4995,00
100591|Y|R14490,00
100592|Y|R5089,50
100593|Y|R8352,00
100594|N|R0,00
100595|N|R0,00
100596|Y|R16269,00
100597|N|R0,00
100598|Y|R38367,00
100599|Y|R7104,00
1006|Y|R21807,50
10060|Y|R14616,00
100600|Y|R7770,00
100601|Y|R8880,00
100602|N|R0,00
100603|Y|R3567,00
100604|Y|R30667,50
100605|Y|R17704,50
100606|Y|R6525,00
100607|Y|R8325,00
100608|Y|R21802,50
100609|Y|R28057,50
10061|N|R0,00
100610|Y|R40716,00
100611|Y|R3567,00
100612|Y|R2775,00
100613|N|R0,00
100614|Y|R3741,00
100615|Y|R3478,00
100616|Y|R3792,50
100617|Y|R24316,50
100618|N|R0,00
100619|N|R0,00
10062|Y|R7215,00
100620|Y|R20445,00
100621|N|R0,00
100622|Y|R15435,00
100623|Y|R19035,00
100624|Y|R2183,00
100625|Y|R41412,00
100626|Y|R28231,50
100627|Y|R2523,00
100628|Y|R8370,00
100629|N|R0,00
10063|Y|R11248,00
100630|Y|R20445,00
100631|Y|R13912,00
100632|Y|R8343,50
100633|Y|R2553,00
100634|Y|R36975,00
100635|Y|R24882,00
100636|Y|R13860,00
100637|N|R0,00
100638|Y|R6475,00
100639|Y|R8775,00
10064|Y|R2164,50
100640|Y|R3163,50
100641|Y|R8954,00
100642|N|R0,00
100643|Y|R30319,50
100644|Y|R16372,50
100645|Y|R16356,00
100646|Y|R16039,50
100647|Y|R19507,50
100648|Y|R9990,00
100649|Y|R17887,50
10065|Y|R1831,50
100650|Y|R24316,50
100651|Y|R6438,00
100652|Y|R12765,00
100653|N|R0,00
100654|Y|R11544,00
100655|Y|R13398,00
100656|Y|R3848,00
100657|Y|R13365,00
100658|N|R0,00
100659|Y|R8700,00
10066|N|R0,00
100660|Y|R16520,50
100661|Y|R4524,00
100662|Y|R22185,00
100663|Y|R11248,00
100664|Y|R5220,00
100665|Y|R8158,50
100666|N|R0,00
100667|N|R0,00
100668|Y|R13612,50
100669|Y|R6264,00
10067|N|R0,00
100670|Y|R15480,00
100671|Y|R2812,00
100672|Y|R7402,50
100673|Y|R2220,00
100674|Y|R36540,00
100675|Y|R36888,00
100676|Y|R1776,00
100677|N|R0,00
100678|Y|R9315,00
100679|Y|R3240,00
10068|Y|R7830,00
100680|Y|R4785,00
100681|Y|R16520,50
100682|N|R0,00
100683|N|R0,00
100684|Y|R6068,00
100685|N|R0,00
100686|Y|R4662,00
100687|Y|R10878,00
100688|Y|R22489,50
100689|Y|R26013,00
10069|N|R0,00
100690|Y|R30276,00
100691|N|R0,00
100692|Y|R16138,50
100693|Y|R5481,00
100694|Y|R3792,50
100695|Y|R8658,00
100696|Y|R17748,00
100697|Y|R7992,00
100698|N|R0,00
100699|N|R0,00
1007|Y|R1887,00
10070|Y|R5400,00
100700|Y|R12210,00
100701|N|R0,00
100702|Y|R2608,50
100703|Y|R12960,00
100704|Y|R14040,00
100705|Y|R10822,50
100706|N|R0,00
100707|N|R0,00
100708|Y|R11322,00
100709|N|R0,00
10071|Y|R11070,00
100710|Y|R21054,00
100711|Y|R16443,00
100712|Y|R19665,00
100713|Y|R30667,50
100714|Y|R36192,00
100715|N|R0,00
100716|Y|R22275,00
100717|N|R0,00
100718|Y|R7438,50
100719|Y|R13545,00
10072|Y|R15790,50
100720|Y|R28275,00
100721|Y|R15187,50
100722|N|R0,00
100723|N|R0,00
100724|Y|R5272,50
100725|Y|R35887,50
100726|Y|R20272,50
100727|Y|R5481,00
100728|Y|R21060,00
100729|Y|R20035,50
10073|Y|R17661,00
100730|N|R0,00
100731|Y|R8917,50
100732|Y|R9900,00
100733|N|R0,00
100734|Y|R20272,50
100735|Y|R4524,00
100736|Y|R6786,00
100737|Y|R5742,00
100738|N|R0,00
100739|N|R0,00
10074|N|R0,00
100740|Y|R1517,00
100741|N|R0,00
100742|Y|R6734,00
100743|Y|R9157,50
100744|Y|R19575,00
100745|Y|R17640,00
100746|N|R0,00
100747|Y|R40716,00
100748|Y|R7155,00
100749|N|R0,00
10075|N|R0,00
100750|Y|R25360,50
100751|Y|R17617,50
100752|Y|R20097,00
100753|Y|R6786,00
100754|Y|R4263,00
100755|N|R0,00
100756|Y|R14760,00
100757|N|R0,00
100758|Y|R14245,00
100759|Y|R17575,00
10076|Y|R5476,00
100760|Y|R7047,00
100761|Y|R7326,00
100762|N|R0,00
100763|N|R0,00
100764|Y|R23925,00
100765|N|R0,00
100766|Y|R16834,50
100767|Y|R14707,50
100768|Y|R12950,00
100769|Y|R10440,00
10077|N|R0,00
100770|N|R0,00
100771|Y|R15225,00
100772|Y|R6264,00
100773|N|R0,00
100774|Y|R5957,00
100775|Y|R9135,00
100776|Y|R12691,00
100777|Y|R15795,00
100778|N|R0,00
100779|Y|R6264,00
10078|Y|R11248,00
100780|Y|R8991,00
100781|N|R0,00
100782|Y|R33060,00
100783|Y|R9900,00
100784|Y|R12870,00
100785|Y|R28188,00
100786|N|R0,00
100787|N|R0,00
100788|Y|R16650,00
100789|N|R0,00
10079|Y|R10267,50
100790|Y|R14805,00
100791|Y|R10785,50
100792|Y|R12506,00
100793|Y|R1739,00
100794|Y|R4524,00
100795|N|R0,00
100796|Y|R38019,00
100797|N|R0,00
100798|Y|R24882,00
100799|Y|R3330,00
1008|Y|R20257,50
10080|Y|R15225,00
100800|Y|R1813,00
100801|Y|R14763,00
100802|N|R0,00
100803|N|R0,00
100804|Y|R19575,00
100805|N|R0,00
100806|Y|R24969,00
100807|Y|R18096,00
100808|Y|R21924,00
100809|Y|R29971,50
10081|Y|R9450,00
100810|Y|R28710,00
100811|Y|R36888,00
100812|Y|R2109,00
100813|N|R0,00
100814|Y|R5180,00
100815|Y|R21420,00
100816|Y|R37584,00
100817|Y|R3510,00
100818|N|R0,00
100819|Y|R29928,00
10082|N|R0,00
100820|Y|R34756,50
100821|N|R0,00
100822|Y|R8658,00
100823|Y|R6480,00
100824|Y|R12622,50
100825|Y|R13209,00
100826|Y|R14311,50
100827|N|R0,00
100828|Y|R19140,00
100829|Y|R5611,50
10083|N|R0,00
100830|Y|R28014,00
100831|Y|R10545,00
100832|Y|R10175,00
100833|Y|R13860,00
100834|Y|R22620,00
100835|Y|R39672,00
100836|Y|R11632,50
100837|Y|R34017,00
100838|Y|R11544,00
100839|Y|R9918,00
10084|Y|R9065,00
100840|Y|R15725,00
100841|Y|R2386,50
100842|N|R0,00
100843|Y|R18183,00
100844|Y|R7245,00
100845|Y|R12180,00
100846|Y|R2632,50
100847|Y|R6525,00
100848|Y|R12654,00
100849|Y|R13320,00
10085|N|R0,00
100850|Y|R12528,00
100851|Y|R31059,00
100852|Y|R3034,00
100853|N|R0,00
100854|Y|R5106,00
100855|Y|R37192,50
100856|Y|R16051,50
100857|Y|R42151,50
100858|Y|R17356,50
100859|N|R0,00
10086|Y|R6919,00
100860|Y|R3108,00
100861|N|R0,00
100862|Y|R26013,00
100863|Y|R3037,50
100864|Y|R6216,00
100865|Y|R13320,00
100866|N|R0,00
100867|N|R0,00
100868|Y|R9990,00
100869|N|R0,00
10087|Y|R2295,00
100870|Y|R1935,00
100871|Y|R2220,00
100872|Y|R4410,00
100873|Y|R17926,50
100874|N|R0,00
100875|N|R0,00
100876|Y|R16245,00
100877|N|R0,00
100878|Y|R13042,50
100879|Y|R1591,00
10088|Y|R3240,00
100880|Y|R2275,50
100881|Y|R10222,50
100882|N|R0,00
100883|N|R0,00
100884|Y|R29754,00
100885|N|R0,00
100886|Y|R41107,50
100887|Y|R26796,00
100888|Y|R1628,00
100889|Y|R12950,00
10089|Y|R3607,50
100890|N|R0,00
100891|N|R0,00
100892|Y|R23400,00
100893|Y|R18705,00
100894|Y|R19140,00
100895|Y|R16830,00
100896|Y|R11544,00
100897|Y|R17748,00
100898|N|R0,00
100899|N|R0,00
1009|Y|R23175,00
10090|N|R0,00
100900|Y|R13838,00
100901|N|R0,00
100902|Y|R15318,00
100903|Y|R16095,00
100904|Y|R28057,50
100905|Y|R29406,00
100906|Y|R30319,50
100907|Y|R3915,00
100908|Y|R19575,00
100909|Y|R12789,00
10091|N|R0,00
100910|Y|R8505,00
100911|Y|R9065,00
100912|Y|R11100,00
100913|Y|R11655,00
100914|N|R0,00
100915|N|R0,00
100916|Y|R8140,00
100917|Y|R1870,50
100918|Y|R16447,50
100919|Y|R7825,50
10092|Y|R5494,50
100920|Y|R18315,00
100921|Y|R5642,50
100922|N|R0,00
100923|N|R0,00
100924|Y|R13597,50
100925|Y|R16443,00
100926|Y|R12484,50
100927|Y|R20092,50
100928|Y|R18225,00
100929|Y|R3741,00
10093|N|R0,00
100930|Y|R9570,00
100931|Y|R16008,00
100932|Y|R19845,00
100933|N|R0,00
100934|Y|R7326,00
100935|Y|R11137,50
100936|Y|R20250,00
100937|Y|R6734,00
100938|N|R0,00
100939|Y|R4524,00
10094|Y|R8436,00
100940|Y|R10175,00
100941|N|R0,00
100942|Y|R33060,00
100943|Y|R36018,00
100944|Y|R8820,00
100945|Y|R10878,00
100946|Y|R4524,00
100947|N|R0,00
100948|Y|R7492,50
100949|N|R0,00
10095|Y|R9657,00
100950|Y|R31972,50
100951|Y|R11063,00
100952|Y|R1887,00
100953|Y|R42151,50
100954|N|R0,00
100955|N|R0,00
100956|Y|R8658,00
100957|N|R0,00
100958|Y|R8880,00
100959|Y|R1739,00
10096|Y|R3306,00
100960|Y|R16443,00
100961|Y|R23940,00
100962|Y|R16965,00
100963|Y|R6003,00
100964|Y|R10701,00
100965|Y|R2088,00
100966|Y|R4255,00
100967|Y|R4551,00
100968|Y|R6734,00
100969|Y|R29232,00
10097|Y|R2025,00
100970|Y|R4959,00
100971|Y|R14920,50
100972|Y|R11322,00
100973|N|R0,00
100974|Y|R21060,00
100975|Y|R41325,00
100976|Y|R11544,00
100977|Y|R16317,00
100978|N|R0,00
100979|N|R0,00
10098|N|R0,00
100980|Y|R3977,50
100981|N|R0,00
100982|Y|R11007,50
100983|Y|R4995,00
100984|Y|R4921,00
100985|Y|R7696,00
100986|N|R0,00
100987|N|R0,00
100988|Y|R12506,00
100989|Y|R11223,00
10099|N|R0,00
100990|Y|R9135,00
100991|Y|R12180,00
100992|Y|R5220,00
100993|Y|R33408,00
100994|N|R0,00
100995|Y|R3393,00
100996|Y|R2115,00
100997|N|R0,00
100998|Y|R18810,00
100999|Y|R16965,00
101|N|R0,00
1010|Y|R12675,00
10100|Y|R5328,00
101000|Y|R22968,00
101001|Y|R32625,00
101002|Y|R11571,00
101003|N|R0,00
101004|Y|R5050,50
101005|N|R0,00
101006|Y|R17226,00
101007|Y|R11303,50
101008|Y|R14268,00
101009|Y|R4440,00
10101|N|R0,00
101010|N|R0,00
101011|N|R0,00
101012|Y|R12765,00
101013|N|R0,00
101014|Y|R5920,00
101015|Y|R5827,50
101016|Y|R11932,50
101017|Y|R1702,00
101018|N|R0,00
101019|N|R0,00
10102|Y|R5032,00
101020|Y|R12654,00
101021|N|R0,00
101022|Y|R17212,50
101023|Y|R10935,00
101024|Y|R7402,50
101025|Y|R11610,00
101026|Y|R19836,00
101027|N|R0,00
101028|Y|R20655,00
101029|Y|R34104,00
10103|Y|R4273,50
101030|Y|R6956,00
101031|Y|R2205,00
101032|Y|R7492,50
101033|Y|R12765,00
101034|N|R0,00
101035|Y|R4785,00
101036|Y|R5962,50
101037|N|R0,00
101038|Y|R34756,50
101039|Y|R18270,00
10104|Y|R11655,00
101040|Y|R21402,00
101041|Y|R13042,50
101042|N|R0,00
101043|N|R0,00
101044|Y|R12487,50
101045|N|R0,00
101046|Y|R2960,00
101047|Y|R4218,00
101048|Y|R2775,00
101049|Y|R2220,00
10105|Y|R7087,50
101050|N|R0,00
101051|N|R0,00
101052|Y|R1755,00
101053|N|R0,00
101054|Y|R5287,50
101055|Y|R12528,00
101056|Y|R13311,00
101057|Y|R26013,00
101058|Y|R18661,50
101059|N|R0,00
10106|N|R0,00
101060|Y|R3442,50
101061|N|R0,00
101062|Y|R14616,00
101063|Y|R14152,50
101064|Y|R17223,50
101065|Y|R11784,50
101066|N|R0,00
101067|N|R0,00
101068|Y|R19792,50
101069|N|R0,00
10107|N|R0,00
101070|Y|R14985,00
101071|Y|R14800,00
101072|Y|R2719,50
101073|Y|R4950,00
101074|Y|R16138,50
101075|N|R0,00
101076|Y|R3741,00
101077|N|R0,00
101078|Y|R20749,50
101079|Y|R13838,00
10108|Y|R3219,00
101080|Y|R14964,00
101081|Y|R26796,00
101082|N|R0,00
101083|Y|R1609,50
101084|Y|R12265,50
101085|N|R0,00
101086|Y|R7492,50
101087|Y|R17223,50
101088|Y|R3330,00
101089|Y|R15225,00
10109|N|R0,00
